序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4564,000096,广聚能源,11.22,-1.49,-0.17,53868.0,60437524.2,3.69,11.45,11.03,11.39,11.39,0.94,1.05,73.8,2.26,5924160000.0,5731714560.0,-0.36,0.36,27.65,40.43
4565,300607,拓斯达,15.83,-1.49,-0.24,74644.0,118025159.24,3.55,16.24,15.67,15.99,16.07,0.76,2.62,39.16,2.83,6725061844.0,4515114932.0,-0.06,0.25,8.42,9.32
4566,300531,优博讯,15.82,-1.49,-0.24,52077.0,82551353.0,3.49,16.29,15.73,16.13,16.06,0.56,1.65,47.06,2.88,5192537298.0,4990359485.0,0.06,0.25,15.73,24.57
4567,301269,华大九天,99.4,-1.5,-1.51,17604.0,175837111.46,2.58,101.6,99.0,101.07,100.91,0.34,0.66,236.15,11.36,53968411739.0,26584276132.0,-0.05,0.0,-7.61,10.54
4568,600760,中航沈飞,41.41,-1.5,-0.63,56338.0,234457440.0,2.93,42.5,41.27,42.13,42.04,0.69,0.21,36.2,7.89,114113516833.0,113659551426.0,0.1,0.02,-4.32,-0.43
4569,688631,莱斯信息,34.17,-1.5,-0.52,7669.0,26191116.0,3.23,34.84,33.72,34.76,34.69,0.48,2.18,347.19,3.2,5585769900.0,1202028330.0,0.06,0.32,-0.61,35.17
4570,002873,新天药业,12.46,-1.5,-0.19,20963.0,26266388.55,3.32,12.79,12.37,12.72,12.65,0.9,0.94,24.66,2.45,2884362322.0,2792150535.0,0.0,0.24,6.68,-13.35
4571,300275,梅安森,12.43,-1.51,-0.19,25638.0,32047349.4,2.22,12.69,12.41,12.69,12.62,0.59,1.03,79.55,4.54,3757164491.0,3108275533.0,-0.08,-0.16,0.73,68.89
4572,300278,华昌达,3.92,-1.51,-0.06,137714.0,54428595.94,2.51,4.02,3.92,3.98,3.98,0.77,1.07,60.89,3.25,5572305511.0,5066830237.0,-0.25,-0.25,4.53,-2.0
4573,000838,财信发展,3.92,-1.51,-0.06,1434848.0,593490626.69,11.81,4.38,3.91,4.09,3.98,4.41,13.62,57.55,4.22,4313811706.0,4130762152.0,-0.25,-0.25,13.29,-27.0
4574,002153,石基信息,10.45,-1.51,-0.16,81334.0,85584655.8,2.54,10.7,10.43,10.63,10.61,0.85,0.51,1483.57,3.83,28520075638.0,16717531752.0,-0.1,-0.1,-12.92,-9.37
4575,601126,四方股份,13.69,-1.51,-0.21,55440.0,76339684.0,2.01,13.96,13.68,13.9,13.9,0.88,0.68,16.39,2.7,11393516190.0,11132324680.0,-0.15,-0.22,-9.28,-2.14
4576,002173,创新医疗,9.12,-1.51,-0.14,164082.0,150550640.0,2.38,9.3,9.08,9.21,9.26,0.66,3.87,-216.07,2.17,4095272634.0,3861783452.0,0.0,0.0,13.15,39.88
4577,833943,优机股份,11.71,-1.51,-0.18,16535.0,19329420.25,4.96,11.99,11.4,11.95,11.89,0.69,4.01,15.86,2.22,1188815336.0,482476685.0,0.0,0.0,50.71,117.66
4578,688355,明志科技,18.86,-1.51,-0.29,7049.0,13357810.0,3.24,19.38,18.76,19.14,19.15,0.96,1.8,-3490.98,2.24,2337811518.0,738998094.0,0.53,-0.05,-12.77,-44.33
4579,300337,银邦股份,7.8,-1.52,-0.12,199877.0,156871044.95,2.78,8.0,7.78,7.9,7.92,0.88,2.82,69.65,3.89,6410976000.0,5537186905.0,0.13,-0.13,27.66,0.52
4580,002439,启明星辰,27.28,-1.52,-0.42,53472.0,146618115.31,2.17,27.83,27.23,27.78,27.7,0.55,0.74,79.99,3.44,25744113139.0,19761973982.0,-0.07,-0.15,1.6,5.41
4581,300866,安克创新,85.68,-1.52,-1.32,11906.0,102887915.44,3.51,88.05,85.0,87.35,87.0,0.78,0.53,21.53,4.6,34822683096.0,19106148282.0,0.14,-0.14,1.54,47.55
4582,688529,豪森智能,22.7,-1.52,-0.35,6230.0,14236441.0,2.3,23.14,22.61,23.05,23.05,0.88,0.48,27.99,1.78,3797421914.0,2925741914.0,0.13,-0.04,-16.08,2.9
4583,000798,中水渔业,9.07,-1.52,-0.14,80327.0,73112479.0,2.28,9.22,9.01,9.22,9.21,0.7,2.2,194.69,5.38,3318338518.0,3318043743.0,0.0,0.33,-9.57,-17.47
4584,002437,誉衡药业,2.59,-1.52,-0.04,484092.0,125479590.0,2.66,2.64,2.57,2.62,2.63,0.7,2.21,19.09,3.18,5693138441.0,5674247607.0,0.39,0.39,18.26,1.97
4585,002811,郑中设计,9.71,-1.52,-0.15,16804.0,16369779.14,2.33,9.91,9.68,9.75,9.86,0.64,0.68,128.65,2.4,2641539161.0,2400214055.0,-0.21,0.0,19.29,34.49
4586,605006,山东玻纤,7.12,-1.52,-0.11,41040.0,29503250.0,2.35,7.28,7.11,7.21,7.23,0.49,0.68,30.81,1.62,4347590940.0,4272046316.0,0.0,-0.14,-4.94,-9.64
4587,601156,东航物流,15.51,-1.52,-0.24,271539.0,420669500.0,2.92,15.81,15.35,15.56,15.75,0.72,3.39,11.09,1.68,24622986674.0,12434608274.0,-0.51,-0.26,27.55,4.02
4588,688195,腾景科技,36.74,-1.53,-0.57,65100.0,237867985.0,3.99,37.4,35.91,37.2,37.31,0.43,7.95,114.29,5.33,4752319000.0,3006801600.0,0.08,0.41,-5.46,61.71
4589,600079,人福医药,25.75,-1.53,-0.4,100753.0,260271782.0,2.6,26.29,25.61,26.2,26.15,1.05,0.66,17.82,2.51,42033297475.0,39559486478.0,-0.27,-0.23,7.7,8.51
4590,000950,重药控股,5.15,-1.53,-0.08,208696.0,108014728.0,2.87,5.27,5.12,5.23,5.23,0.89,1.21,12.9,0.81,8900151184.0,8900151184.0,0.0,0.19,-7.87,2.59
4591,605020,永和股份,25.1,-1.53,-0.39,17282.0,43706311.0,3.81,25.95,24.98,25.55,25.49,0.61,0.99,44.05,3.93,9518712633.0,4386015264.0,0.04,-0.08,-10.1,-9.97
4592,002788,鹭燕医药,9.0,-1.53,-0.14,51626.0,46706048.42,2.08,9.18,8.99,9.14,9.14,1.0,1.36,10.01,1.23,3496650624.0,3424164795.0,-0.11,-0.11,-6.83,12.08
4593,002296,辉煌科技,8.35,-1.53,-0.13,60347.0,50369505.7,2.71,8.48,8.25,8.43,8.48,1.0,1.74,22.01,1.68,3252996507.0,2903256957.0,-0.12,-0.12,10.16,7.33
4594,603278,大业股份,12.19,-1.53,-0.19,63892.0,78816918.0,2.83,12.53,12.18,12.41,12.38,0.76,1.93,28.72,2.27,4038299494.0,4037891129.0,0.0,-0.16,18.23,77.18
4595,688190,云路股份,67.92,-1.54,-1.06,4931.0,34002111.0,3.09,69.93,67.8,69.06,68.98,1.07,0.81,25.66,3.72,8150400000.0,4130622720.0,-0.16,-0.16,-8.99,-22.21
4596,600257,大湖股份,6.4,-1.54,-0.1,297912.0,191251214.0,2.46,6.52,6.36,6.49,6.5,0.72,6.19,984.37,3.48,3079918003.0,3079918003.0,0.0,0.16,-15.34,6.84
4597,002864,盘龙药业,39.04,-1.54,-0.61,20636.0,80730522.0,2.09,39.73,38.9,39.65,39.65,0.8,3.19,37.0,2.72,4149208678.0,2523226799.0,-0.1,-0.15,12.06,1.17
4598,300880,迦南智能,19.19,-1.54,-0.3,22986.0,44277166.0,3.08,19.68,19.08,19.49,19.49,0.73,1.19,26.16,4.28,3707434310.0,3706743470.0,-0.05,0.05,-7.47,37.37
4599,002970,锐明技术,31.29,-1.54,-0.49,21054.0,66318941.0,2.39,32.01,31.25,31.89,31.78,0.61,2.3,49.88,3.89,5409915840.0,2863194642.0,-0.03,-0.22,8.27,63.74
4600,688084,晶品特装,70.88,-1.54,-1.11,2618.0,18590604.0,1.93,71.89,70.5,71.0,71.99,0.3,0.76,-6674.62,3.21,5362714598.0,2430842855.0,-0.14,0.04,-0.51,-13.96
4601,300311,任子行,6.38,-1.54,-0.1,144777.0,92717885.0,3.7,6.57,6.33,6.4,6.48,1.12,2.69,-30.13,6.0,4297760357.0,3428670013.0,-0.16,0.0,6.87,4.93
4602,600971,恒源煤电,11.47,-1.55,-0.18,146443.0,168337484.0,3.18,11.75,11.38,11.66,11.65,0.55,1.22,6.32,1.12,13764056019.0,13764056019.0,0.53,0.35,23.6,86.2
4603,600081,东风科技,11.47,-1.55,-0.18,49322.0,57039831.0,1.97,11.7,11.47,11.65,11.65,0.49,1.11,90.06,1.49,6633600278.0,5099874145.0,-0.09,-0.17,3.99,13.68
4604,601328,交通银行,5.73,-1.55,-0.09,892834.0,515019400.0,1.72,5.83,5.73,5.83,5.82,0.71,0.23,4.61,0.48,425525423676.0,224907450806.0,-0.17,-0.17,1.42,31.12
4605,603896,寿仙谷,32.45,-1.55,-0.51,14951.0,48876987.0,2.43,33.15,32.35,32.98,32.96,0.76,0.74,35.25,3.29,6549338654.0,6549338654.0,-0.09,-0.12,-22.52,-17.26
4606,603069,海汽集团,19.68,-1.55,-0.31,51305.0,101170675.0,3.7,20.14,19.4,20.14,19.99,0.8,1.62,-110.54,6.65,6218880000.0,6218880000.0,-0.1,-0.1,22.39,-25.34
4607,300451,创业慧康,6.98,-1.55,-0.11,172245.0,121076118.06,2.96,7.16,6.95,7.15,7.09,1.0,1.28,88.75,2.31,10812890350.0,9364712177.0,-0.14,-0.29,6.24,-11.65
4608,300657,弘信电子,20.88,-1.56,-0.33,79884.0,168412492.49,2.78,21.46,20.87,21.37,21.21,0.48,1.72,-31.63,6.88,10198001969.0,9674792099.0,0.0,-0.1,15.36,89.99
4609,688307,中润光学,29.72,-1.56,-0.47,7687.0,23039636.0,2.45,30.42,29.68,30.25,30.19,0.94,4.03,152.31,3.22,2615360000.0,566659976.0,-0.03,-0.03,-1.59,25.51
4610,301095,广立微,75.2,-1.56,-1.19,8740.0,66568586.88,2.76,77.27,75.16,76.52,76.39,0.51,0.78,221.02,4.75,15040000000.0,8416070867.0,0.0,-0.23,-4.82,-15.15
4611,600741,华域汽车,16.43,-1.56,-0.26,60060.0,99254132.0,2.1,16.75,16.4,16.68,16.69,0.71,0.19,8.2,0.94,51799255057.0,51799255057.0,-0.24,-0.12,-12.14,-0.12
4612,870976,视声智能,15.75,-1.56,-0.25,24689.0,38576565.13,5.31,16.0,15.15,15.64,16.0,0.77,15.55,23.76,3.15,798225750.0,250015500.0,-0.13,0.0,52.03,146.09
4613,603080,新疆火炬,17.01,-1.56,-0.27,32079.0,54918363.0,2.78,17.44,16.96,17.26,17.28,0.65,2.27,14.44,1.71,2406915000.0,2406915000.0,-0.06,0.0,6.18,24.07
4614,600236,桂冠电力,5.67,-1.56,-0.09,73094.0,41697882.0,2.08,5.78,5.66,5.77,5.76,0.93,0.09,29.48,2.83,44693082137.0,44693082137.0,-0.18,0.0,0.71,3.47
4615,002373,千方科技,11.97,-1.56,-0.19,86283.0,104097740.04,2.71,12.24,11.91,12.19,12.16,0.7,0.63,43.85,1.53,18914852934.0,16440885984.0,0.0,-0.08,-1.07,34.19
4616,603869,新智认知,10.68,-1.57,-0.17,241104.0,257317833.0,4.06,10.9,10.46,10.83,10.85,0.85,4.78,330.6,1.36,5388065425.0,5388065425.0,-0.09,-0.09,9.31,27.14
4617,300775,三角防务,27.0,-1.57,-0.43,42773.0,116036300.2,2.84,27.68,26.9,27.47,27.43,0.74,0.8,18.08,2.89,14856346998.0,14352540498.0,0.04,0.04,-11.24,-28.76
4618,688292,浩瀚深度,29.5,-1.57,-0.47,28334.0,83701421.0,3.34,30.12,29.12,30.02,29.97,0.44,3.49,67.53,4.52,4635826677.0,2398143854.0,0.2,0.0,1.27,93.44
4619,300503,昊志机电,18.18,-1.57,-0.29,264877.0,482254516.22,4.28,18.73,17.94,18.5,18.47,0.78,12.57,-139.35,4.34,5564404158.0,3830157528.0,-0.16,0.33,2.13,122.52
4620,688271,联影医疗,134.1,-1.57,-2.14,48125.0,651589334.0,2.52,137.33,133.89,136.18,136.24,0.38,0.82,77.88,6.14,110519586191.0,79024992682.0,-0.19,0.03,28.82,-24.14
4621,301201,诚达药业,25.69,-1.57,-0.41,13521.0,35003688.44,2.95,26.44,25.67,26.14,26.1,0.81,1.55,48.72,1.77,3974598139.0,2240009339.0,-0.08,-0.08,7.09,-18.6
4622,688302,海创药业-U,52.0,-1.57,-0.83,12733.0,65098587.0,5.36,52.83,50.0,52.82,52.83,1.25,1.78,-16.22,3.67,5148811096.0,3730171068.0,1.21,1.17,23.54,28.97
4623,600640,国脉文化,13.14,-1.57,-0.21,177612.0,234891190.0,3.0,13.47,13.07,13.2,13.35,0.48,2.23,275.06,2.62,10455444652.0,10455444652.0,0.31,0.0,28.32,36.17
4624,001328,登康口腔,28.76,-1.57,-0.46,22954.0,66549306.93,2.77,29.47,28.66,29.47,29.22,0.89,5.33,34.49,3.61,4951718488.0,1237931060.0,0.03,0.1,-12.82,43.23
4625,002014,永新股份,8.12,-1.58,-0.13,21937.0,17873011.0,1.82,8.25,8.1,8.21,8.25,0.68,0.36,12.73,2.12,4973433952.0,4902948008.0,0.0,-0.12,-8.76,6.28
4626,600125,铁龙物流,6.24,-1.58,-0.1,133636.0,83797127.0,2.05,6.35,6.22,6.32,6.34,0.95,1.02,13.42,1.16,8146456494.0,8146456494.0,0.0,-0.16,1.96,15.99
4627,002465,海格通信,11.85,-1.58,-0.19,208087.0,247626249.01,2.33,12.08,11.8,12.06,12.04,0.59,0.9,61.51,2.35,29409732284.0,27261259549.0,0.0,0.08,9.02,48.68
4628,000598,兴蓉环境,5.61,-1.58,-0.09,140534.0,79584232.96,2.11,5.73,5.61,5.7,5.7,0.98,0.47,8.43,1.05,16749027061.0,16653713161.0,-0.53,-0.53,2.94,17.36
4629,301031,中熔电气,137.65,-1.58,-2.21,2355.0,32664382.16,3.78,142.5,137.21,140.01,139.86,0.43,0.65,80.07,9.72,9123087827.0,5024472495.0,-0.18,-0.04,11.59,-15.23
4630,002198,嘉应制药,7.45,-1.59,-0.12,68987.0,51654127.24,2.11,7.58,7.42,7.57,7.57,1.22,1.36,113.86,5.03,3780948368.0,3780948368.0,0.13,0.13,12.88,14.26
4631,870299,灿能电力,8.07,-1.59,-0.13,54617.0,43411010.87,7.68,8.23,7.6,7.99,8.2,1.0,20.13,40.0,2.6,727181857.0,219004096.0,1.13,1.38,103.79,91.23
4632,688561,奇安信-U,41.59,-1.59,-0.67,27952.0,117203872.0,2.48,42.5,41.45,42.31,42.26,0.71,0.6,-17.48,3.17,28496319159.0,19284609949.0,0.0,-0.12,-20.89,-36.76
4633,300662,科锐国际,30.41,-1.59,-0.49,26315.0,81274003.49,3.75,31.41,30.25,30.95,30.9,1.55,1.34,29.55,3.38,5984881377.0,5984881377.0,-0.03,0.16,-6.0,-37.79
4634,003029,吉大正元,21.1,-1.59,-0.34,39618.0,83846985.0,3.5,21.65,20.9,21.42,21.44,1.03,3.48,-35.09,3.09,3892449930.0,2399298745.0,0.0,0.14,-2.22,-40.16
4635,300519,新光药业,16.75,-1.59,-0.27,25437.0,42617094.2,2.17,17.02,16.65,16.95,17.02,0.7,2.23,34.24,3.2,2680000000.0,1911175000.0,0.0,0.12,10.85,10.49
4636,603368,柳药集团,19.84,-1.59,-0.32,38941.0,77790474.0,1.93,20.23,19.84,20.23,20.16,0.57,1.08,7.99,1.14,7186620801.0,7147030081.0,-0.25,-0.3,-4.39,9.25
4637,300429,强力新材,13.02,-1.59,-0.21,156070.0,204255722.97,2.72,13.33,12.97,13.33,13.23,0.72,4.15,-244.06,3.94,6708700342.0,4891467447.0,0.0,0.15,10.25,80.08
4638,600489,中金黄金,9.91,-1.59,-0.16,491878.0,492683549.0,3.18,10.21,9.89,10.11,10.07,1.0,1.01,17.39,1.93,48036867509.0,48036867509.0,0.0,0.0,-15.08,25.28
4639,002190,成飞集成,19.2,-1.59,-0.31,19647.0,38005655.66,2.36,19.66,19.2,19.51,19.51,1.04,0.55,178.11,1.94,6887603386.0,6887603386.0,-0.36,-0.47,-2.44,-26.15
4640,300493,润欣科技,8.66,-1.59,-0.14,88175.0,76756349.52,3.07,8.85,8.58,8.79,8.8,0.9,1.76,102.08,4.07,4369865851.0,4338599787.0,0.0,0.0,4.34,43.14
4641,601777,力帆科技,3.71,-1.59,-0.06,257083.0,96346503.0,2.39,3.79,3.7,3.76,3.77,1.06,0.57,205.9,1.65,16960350330.0,16773281263.0,-0.27,0.0,1.92,-3.89
4642,600131,国网信通,15.44,-1.59,-0.25,85637.0,133033659.0,2.1,15.76,15.43,15.62,15.69,0.98,0.72,40.66,3.18,18566430839.0,18440208531.0,-0.06,-0.06,-2.53,4.61
4643,605507,国邦医药,18.51,-1.59,-0.3,22946.0,42681591.0,2.23,18.88,18.46,18.82,18.81,1.32,0.76,15.86,1.42,10343822985.0,5584877663.0,0.11,0.05,-8.68,-28.45
4644,688316,青云科技-U,52.44,-1.6,-0.85,7887.0,41535156.0,2.91,53.78,52.23,53.29,53.29,0.4,2.2,-15.23,11.08,2505897158.0,1884196416.0,-0.04,0.02,-3.1,85.69
4645,603956,威派格,8.02,-1.6,-0.13,51191.0,41294881.0,2.33,8.2,8.01,8.15,8.15,0.71,1.01,-52.04,2.2,4077651611.0,4077651611.0,0.0,0.0,10.77,8.97
4646,688501,青达环保,16.01,-1.6,-0.26,11660.0,18764153.0,3.32,16.48,15.94,16.28,16.27,0.57,1.43,71.69,2.43,1970366710.0,1308277082.0,0.0,0.0,-21.25,-19.18
4647,603023,威帝股份,5.54,-1.6,-0.09,358113.0,199534339.0,3.2,5.7,5.52,5.63,5.63,0.53,6.37,1271.41,4.2,3113922131.0,3113922131.0,0.18,0.18,27.94,45.79
4648,688401,路维光电,31.97,-1.6,-0.52,16554.0,53051911.0,2.25,32.48,31.75,32.48,32.49,0.36,1.45,42.79,4.35,6180879028.0,3639148968.0,0.0,-0.25,2.21,6.89
4649,002488,金固股份,7.37,-1.6,-0.12,79416.0,58858713.16,2.54,7.54,7.35,7.5,7.49,0.53,0.86,-2720.76,1.82,7367616291.0,6789179549.0,0.0,0.14,8.54,22.02
4650,600211,西藏药业,50.95,-1.6,-0.83,34967.0,179339978.0,3.3,52.37,50.66,52.27,51.78,0.67,1.41,11.08,3.69,12632433101.0,12632433101.0,-0.06,0.1,5.14,49.99
4651,002676,顺威股份,4.91,-1.6,-0.08,85607.0,42214648.0,1.8,4.99,4.9,4.98,4.99,0.7,1.19,87.04,3.01,3535200000.0,3535027335.0,0.0,0.0,11.34,16.35
4652,601000,唐山港,3.68,-1.6,-0.06,403282.0,148331148.0,2.67,3.75,3.65,3.74,3.74,1.13,0.68,10.14,1.11,21807417300.0,21807417300.0,0.27,0.0,-0.27,44.88
4653,003039,顺控发展,15.33,-1.6,-0.25,29951.0,46210129.21,2.18,15.64,15.3,15.56,15.58,1.02,2.44,38.56,3.76,9466562131.0,1878212131.0,0.0,0.0,-5.89,-8.75
4654,002907,华森制药,15.94,-1.6,-0.26,32291.0,51684076.0,2.04,16.23,15.9,16.19,16.2,0.79,1.05,111.5,4.08,6656485245.0,4923636544.0,-0.06,-0.06,-10.15,-21.44
4655,000795,英洛华,6.13,-1.61,-0.1,135398.0,83525625.08,2.89,6.29,6.11,6.2,6.23,0.69,1.19,63.34,2.63,6949483551.0,6949483551.0,-0.16,0.0,-3.01,-4.37
4656,600085,同仁堂,51.37,-1.61,-0.84,54622.0,282076143.0,2.11,52.28,51.18,52.21,52.21,1.01,0.4,37.99,5.5,70452427359.0,70452427359.0,-0.04,-0.1,-5.43,15.8
4657,688168,安博通,34.83,-1.61,-0.57,7171.0,25033848.0,3.14,35.62,34.51,35.41,35.4,0.73,0.94,-28.53,2.32,2657275020.0,2657275020.0,-0.11,-0.09,3.02,8.88
4658,300980,祥源新材,23.21,-1.61,-0.38,11808.0,27421731.14,3.52,23.75,22.92,23.68,23.59,0.58,2.31,57.21,2.59,2514414361.0,1183990470.0,-0.17,0.22,15.93,33.54
4659,300173,福能东方,4.88,-1.61,-0.08,151938.0,74541038.69,1.61,4.96,4.88,4.95,4.96,0.97,2.07,69.54,4.12,3585461406.0,3584202376.0,0.0,-0.2,16.19,12.96
4660,002413,雷科防务,5.49,-1.61,-0.09,312724.0,172458102.83,2.87,5.62,5.46,5.59,5.58,1.04,2.5,62.34,1.7,7358494138.0,6865506121.0,0.0,-0.18,1.48,24.21
4661,603722,阿科力,43.3,-1.61,-0.71,7641.0,33202576.0,3.29,44.44,42.99,44.0,44.01,0.87,0.87,133.39,5.02,3807693750.0,3807693750.0,0.05,0.3,-3.88,13.03
4662,603950,长源东谷,15.85,-1.61,-0.26,34677.0,55285767.0,3.54,16.27,15.7,16.2,16.11,1.14,1.07,19.32,2.1,5137473180.0,5137473180.0,0.0,0.19,27.31,39.52
4663,600509,天富能源,6.7,-1.62,-0.11,243922.0,163748917.0,3.23,6.85,6.63,6.85,6.81,0.84,2.12,16.96,1.26,9239518467.0,7714480614.0,0.0,-0.15,-4.42,29.34
4664,688173,希荻微,17.65,-1.62,-0.29,18912.0,33687369.0,3.51,18.14,17.51,17.92,17.94,0.51,0.79,335.7,3.8,7221507508.0,4224922030.0,-0.06,0.06,-1.34,-22.35
4665,300270,中威电子,7.91,-1.62,-0.13,78143.0,61927212.0,4.23,8.14,7.8,8.0,8.04,0.84,3.22,-33.49,3.42,2395195681.0,1918922859.0,0.25,0.25,1.15,49.53
4666,300740,水羊股份,16.41,-1.62,-0.27,71382.0,117646893.98,2.94,16.79,16.3,16.7,16.68,0.76,2.0,26.62,3.4,6391126476.0,5858492714.0,0.0,0.0,-10.47,9.25
4667,000034,神州数码,30.98,-1.62,-0.51,146949.0,458889638.52,2.48,31.66,30.88,31.52,31.49,0.76,2.67,18.29,2.53,20743634250.0,17040642560.0,-0.06,0.06,6.57,44.16
4668,300540,蜀道装备,23.68,-1.62,-0.39,17410.0,41442132.27,3.2,24.35,23.58,24.35,24.07,0.67,1.6,211.01,3.82,3902084954.0,2581662959.0,0.0,0.25,12.76,43.0
4669,688676,金盘科技,35.16,-1.62,-0.58,19266.0,67636255.0,3.02,35.85,34.77,35.85,35.74,0.56,1.0,33.79,5.07,15015301829.0,6751889246.0,0.0,0.0,13.2,-2.14
4670,605098,行动教育,39.39,-1.62,-0.65,7443.0,29393074.0,2.55,40.24,39.22,40.15,40.04,0.61,1.69,21.71,5.17,4651116054.0,1731422822.0,-0.25,-0.15,-3.29,48.75
4671,600331,宏达股份,5.45,-1.62,-0.09,308543.0,169098311.0,2.35,5.56,5.43,5.54,5.54,0.73,1.52,-120.38,31.91,11074400000.0,11074400000.0,-0.18,0.0,47.3,89.9
4672,688611,杭州柯林,30.87,-1.63,-0.51,4368.0,13589124.0,2.74,31.58,30.72,31.38,31.38,0.82,2.23,90.43,2.95,2415886200.0,603971550.0,0.16,0.1,-4.9,0.49
4673,001266,宏英智能,28.44,-1.63,-0.47,20854.0,59659048.22,2.35,29.08,28.4,28.81,28.91,0.85,6.07,236.83,2.87,2941151040.0,976726296.0,0.04,-0.04,8.1,8.3
4674,601965,中国汽研,21.74,-1.63,-0.36,60975.0,132991773.0,2.49,22.15,21.6,22.06,22.1,0.44,0.62,29.46,3.49,21832451241.0,21357894434.0,0.0,0.09,3.52,13.94
4675,300287,飞利信,4.22,-1.63,-0.07,265929.0,112830805.0,2.1,4.31,4.22,4.29,4.29,0.94,2.05,-31.29,3.99,6056855470.0,5465862270.0,-0.47,-0.47,11.35,21.61
4676,002579,中京电子,9.04,-1.63,-0.15,119422.0,108189837.7,1.85,9.18,9.01,9.1,9.19,0.67,2.05,-37.57,2.19,5538072325.0,5264517622.0,0.0,-0.11,0.67,-15.43
4677,002590,万安科技,11.45,-1.63,-0.19,114675.0,131664009.96,2.58,11.68,11.38,11.66,11.64,0.74,2.52,20.23,2.59,5491957303.0,5216089167.0,0.26,0.0,-7.59,44.39
4678,301012,扬电科技,19.28,-1.63,-0.32,8128.0,15749654.91,3.47,19.88,19.2,19.6,19.6,1.05,1.08,741.52,2.45,2747210863.0,1449470400.0,0.0,0.0,-15.81,-22.45
4679,002866,传艺科技,20.46,-1.63,-0.34,56426.0,116575344.0,3.03,21.05,20.42,20.8,20.8,0.63,3.12,66.76,2.81,5923625358.0,3695296579.0,-0.05,0.0,-4.39,-55.26
4680,300223,北京君正,66.79,-1.63,-1.11,41424.0,278560399.57,2.84,68.44,66.51,68.44,67.9,0.71,1.0,65.48,2.77,32164054356.0,27771675326.0,0.0,0.01,-9.62,-5.07
4681,002551,尚荣医疗,4.21,-1.64,-0.07,71129.0,30159433.16,2.8,4.32,4.2,4.28,4.28,0.9,1.17,197.37,1.29,3556615452.0,2569643828.0,-0.24,-0.24,6.31,-9.46
4682,600551,时代出版,13.23,-1.64,-0.22,268148.0,358276883.0,5.65,13.76,13.0,13.22,13.45,1.87,5.54,18.32,1.19,6407622012.0,6407622012.0,0.08,0.08,15.95,33.23
4683,600582,天地科技,5.41,-1.64,-0.09,247088.0,134534691.0,2.91,5.55,5.39,5.52,5.5,0.78,0.6,8.52,0.99,22389765906.0,22389765906.0,0.0,0.0,0.19,8.2
4684,300054,鼎龙股份,23.42,-1.64,-0.39,47610.0,111918797.06,3.74,24.12,23.23,24.12,23.81,1.12,0.65,94.19,4.98,22134673888.0,17218832189.0,-0.04,-0.13,10.47,10.26
4685,301222,浙江恒威,28.82,-1.64,-0.48,8403.0,24419833.75,2.63,29.59,28.82,29.3,29.3,0.78,2.88,24.61,2.25,2920428588.0,841065588.0,-0.14,-0.21,2.93,16.59
4686,603516,淳中科技,22.21,-1.64,-0.37,43355.0,96606771.0,4.16,22.98,22.04,22.98,22.58,0.47,2.34,266.22,4.13,4113058995.0,4113058995.0,0.14,0.32,37.44,70.85
4687,603599,广信股份,15.0,-1.64,-0.25,59099.0,88727305.0,3.48,15.33,14.8,15.26,15.25,1.3,0.65,7.74,1.46,13654040175.0,13629800370.0,0.07,0.07,-26.07,-26.07
4688,688768,容知日新,36.58,-1.64,-0.61,6509.0,24091539.0,3.33,37.74,36.5,37.2,37.19,0.69,1.31,-136.84,4.08,2985880836.0,1814963705.0,0.0,-0.05,-28.74,-51.84
4689,300220,ST金运,7.78,-1.64,-0.13,9210.0,7195508.0,2.65,7.95,7.74,7.95,7.91,1.19,0.61,-56.67,15.18,1176336000.0,1174930527.0,-0.13,0.0,8.81,-25.62
4690,300470,中密控股,36.45,-1.65,-0.61,5321.0,19546682.88,2.78,37.34,36.31,37.0,37.06,0.69,0.27,22.93,3.09,7587843047.0,7228201832.0,-0.05,0.08,-3.75,-3.85
4691,002197,证通电子,10.75,-1.65,-0.18,172372.0,185842112.9,2.93,10.96,10.64,10.92,10.93,0.88,3.23,204.95,2.59,6604401476.0,5743849292.0,-0.28,0.0,10.14,14.61
4692,603259,药明康德,73.38,-1.65,-1.23,156558.0,1160336807.0,3.44,75.77,73.2,75.38,74.61,0.83,0.61,20.23,4.22,217847659652.0,188295430948.0,-0.23,0.04,-5.87,-8.4
4693,301509,金凯生科,65.0,-1.65,-1.09,14273.0,93241841.99,2.53,66.4,64.73,66.2,66.09,0.87,7.0,28.69,2.61,5592166775.0,1325912575.0,-0.09,-0.17,-21.29,14.92
4694,600550,保变电气,4.77,-1.65,-0.08,114538.0,55019383.0,2.27,4.86,4.75,4.83,4.85,0.84,0.62,-90.57,13.33,8784090850.0,8784090850.0,0.0,-0.21,2.58,2.58
4695,301308,江波龙,97.05,-1.65,-1.63,31329.0,305274797.19,2.66,98.98,96.36,98.13,98.68,0.76,2.78,-34.04,6.77,40068475851.0,10953475851.0,0.12,0.2,13.73,64.55
