序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2316,301212,联盛化学,26.88,-0.19,-0.05,3416.0,9206059.0,1.78,27.25,26.77,26.94,26.93,0.74,1.27,32.37,2.17,2903040000.0,725760000.0,-0.19,0.04,-18.35,-18.17
2317,603719,良品铺子,21.5,-0.19,-0.04,88188.0,189914041.0,3.71,21.91,21.11,21.6,21.54,0.69,2.2,33.8,3.44,8621500000.0,8621500000.0,0.19,0.37,-3.28,-41.29
2318,002620,瑞和股份,5.37,-0.19,-0.01,38656.0,20696166.5,2.04,5.42,5.31,5.41,5.38,0.79,1.23,-18.55,3.79,2027142780.0,1692034003.0,0.0,-0.19,4.07,2.48
2319,002695,煌上煌,10.7,-0.19,-0.02,26411.0,28347339.8,1.4,10.82,10.67,10.72,10.72,0.64,0.57,44.31,2.07,5959333767.0,4968582525.0,-0.09,0.0,-4.04,-22.86
2320,300889,爱克股份,16.02,-0.19,-0.03,13143.0,21020163.0,1.43,16.15,15.92,16.15,16.05,0.76,1.48,315.08,1.58,2499120000.0,1423951718.0,0.0,0.0,7.66,25.75
2321,600854,春兰股份,5.32,-0.19,-0.01,64814.0,34640305.0,1.69,5.39,5.3,5.33,5.33,0.84,1.25,15.47,1.19,2763519422.0,2763519422.0,-0.19,0.0,14.41,20.09
2322,600129,太极集团,47.63,-0.19,-0.09,64754.0,304769847.0,2.49,47.72,46.53,47.05,47.72,0.72,1.16,26.24,6.96,26524706137.0,26524706137.0,0.02,0.06,13.32,58.45
2323,603027,千禾味业,15.76,-0.19,-0.03,49518.0,78340357.0,1.39,15.95,15.73,15.81,15.79,0.6,0.52,31.38,4.66,16198460315.0,15106568178.0,-0.13,-0.06,-8.43,-23.75
2324,688020,方邦股份,52.49,-0.19,-0.1,5500.0,28973077.0,1.79,53.14,52.2,52.7,52.59,0.98,0.68,-60.47,2.82,4229563050.0,4229563050.0,0.1,0.1,16.0,-0.53
2325,300774,倍杰特,10.49,-0.19,-0.02,14927.0,15695493.0,1.71,10.63,10.45,10.55,10.51,0.75,1.21,25.29,2.91,4287930793.0,1297068621.0,0.0,-0.1,-8.38,-8.86
2326,001267,汇绿生态,5.23,-0.19,-0.01,34804.0,18254675.0,1.53,5.29,5.21,5.27,5.24,0.82,0.96,123.11,2.75,4077681568.0,1891718656.0,0.19,0.19,-4.21,-31.27
2327,601952,苏垦农发,10.45,-0.19,-0.02,30340.0,31708945.0,0.96,10.51,10.41,10.49,10.47,0.69,0.22,20.35,2.27,14400100000.0,14400100000.0,0.1,0.0,-12.55,-9.45
2328,002801,微光股份,20.89,-0.19,-0.04,5698.0,11932341.13,1.29,21.08,20.81,20.96,20.93,0.87,0.49,16.48,2.99,4797012480.0,2419118403.0,-0.14,-0.29,-4.66,-14.07
2329,003018,金富科技,10.43,-0.19,-0.02,16674.0,17315497.0,2.49,10.55,10.29,10.55,10.45,0.54,1.26,21.66,1.84,2711800000.0,1384589280.0,0.1,0.29,3.27,12.03
2330,600193,创兴资源,5.19,-0.19,-0.01,25681.0,13395046.0,1.73,5.26,5.17,5.22,5.2,0.65,0.6,-219.26,7.11,2207685870.0,2207685870.0,-0.19,-0.19,-0.95,-11.73
2331,300139,晓程科技,10.35,-0.19,-0.02,56256.0,58350559.0,1.54,10.47,10.31,10.39,10.37,0.72,2.41,50.65,2.68,2835900000.0,2418295354.0,0.1,0.19,-7.26,35.12
2332,601728,中国电信,5.16,-0.19,-0.01,704158.0,363907410.0,1.55,5.22,5.14,5.17,5.17,0.73,0.36,13.07,1.07,472176835687.0,101086594971.0,0.0,0.0,-16.77,29.97
2333,300066,三川智慧,5.16,-0.19,-0.01,78001.0,40342648.98,1.16,5.2,5.14,5.15,5.17,0.84,0.78,23.59,2.25,5366571632.0,5177689192.0,0.0,0.0,-1.34,4.67
2334,002872,ST天圣,5.13,-0.19,-0.01,7925.0,4061240.0,0.78,5.15,5.11,5.12,5.14,0.64,0.37,-14.95,0.78,1631340000.0,1102364200.0,0.39,0.2,4.06,-2.84
2335,300983,尤安设计,30.75,-0.19,-0.06,3473.0,10654332.2,0.97,30.91,30.61,30.91,30.81,0.71,1.09,-108.09,1.29,3936000000.0,984000000.0,0.0,0.1,-1.66,11.01
2336,600030,中信证券,20.46,-0.2,-0.04,589352.0,1212153705.0,1.8,20.81,20.44,20.57,20.5,1.05,0.52,13.86,1.22,303228388121.0,232562341239.0,0.0,-0.05,-8.21,5.36
2337,002666,德联集团,5.08,-0.2,-0.01,46337.0,23617423.1,0.98,5.12,5.07,5.09,5.09,0.65,1.03,55.87,1.13,3831992681.0,2290494875.0,0.0,0.0,4.74,4.53
2338,001203,大中矿业,10.14,-0.2,-0.02,33576.0,34245020.64,1.48,10.28,10.13,10.24,10.16,0.83,0.78,13.84,2.86,15291338902.0,4390633679.0,0.0,-0.1,-6.97,-19.71
2339,300070,碧水源,5.06,-0.2,-0.01,133081.0,67535760.16,0.99,5.1,5.05,5.09,5.07,0.88,0.4,34.59,0.67,18338499377.0,16715162791.0,0.0,0.0,-3.07,7.66
2340,002480,新筑股份,5.05,-0.2,-0.01,88925.0,45089806.0,1.78,5.12,5.03,5.05,5.06,0.47,1.16,-13.76,2.5,3884301784.0,3874835124.0,0.2,0.2,11.97,-0.98
2341,002821,凯莱英,120.87,-0.2,-0.24,25350.0,307530946.57,2.69,123.38,120.12,121.81,121.11,0.58,0.77,15.16,2.56,44680245901.0,39664674180.0,0.07,0.03,-3.3,-17.33
2342,002641,公元股份,5.03,-0.2,-0.01,64309.0,32471753.26,1.79,5.1,5.01,5.07,5.04,0.77,0.57,16.66,1.17,6182342171.0,5705910520.0,0.0,-0.2,-7.88,14.58
2343,002597,金禾实业,20.09,-0.2,-0.04,23754.0,48040700.04,1.89,20.38,20.0,20.16,20.13,0.99,0.42,15.24,1.69,11451005039.0,11375436463.0,0.0,0.1,-16.85,-36.62
2344,600901,江苏金租,4.98,-0.2,-0.01,188745.0,94354111.0,1.0,5.03,4.98,5.01,4.99,0.49,0.45,7.77,1.25,21139739642.0,21074667496.0,-0.2,-0.2,8.5,36.07
2345,301285,鸿日达,14.93,-0.2,-0.03,17975.0,26905598.0,1.6,15.12,14.88,14.96,14.96,0.84,2.49,94.72,2.91,3085583100.0,1078092433.0,-0.13,-0.2,2.05,13.62
2346,603612,索通发展,14.91,-0.2,-0.03,25913.0,38870803.0,1.67,15.13,14.88,14.88,14.94,0.86,0.55,-18.22,1.34,8064016305.0,7007961685.0,-0.07,0.0,-12.91,-40.48
2347,300906,日月明,24.84,-0.2,-0.05,5480.0,13537973.0,2.41,25.11,24.51,25.11,24.89,0.7,0.76,43.81,2.36,1987200000.0,1780701379.0,0.28,0.08,-1.04,20.99
2348,002129,TCL中环,14.89,-0.2,-0.03,916284.0,1389474013.44,3.55,15.42,14.89,15.15,14.92,1.63,2.27,7.3,1.37,60201993860.0,60151421940.0,-1.13,-1.13,-38.37,-50.45
2349,300758,七彩化学,9.89,-0.2,-0.02,23027.0,22800666.0,1.51,10.01,9.86,9.89,9.91,1.0,0.73,-780.42,2.54,4036151754.0,3122999490.0,0.2,0.2,-13.85,-16.89
2350,002318,久立特材,19.76,-0.2,-0.04,26685.0,52906043.45,1.97,20.05,19.66,19.75,19.8,0.9,0.28,13.07,2.79,19308893427.0,18856508145.0,-0.05,-0.1,0.51,21.9
2351,300948,冠中生态,14.8,-0.2,-0.03,8155.0,12043267.7,1.42,14.89,14.68,14.81,14.83,0.41,1.17,37.46,2.37,2072148000.0,1030968000.0,0.0,0.14,-6.03,20.62
2352,002688,金河生物,4.93,-0.2,-0.01,62282.0,30770928.0,2.23,5.01,4.9,4.96,4.94,0.84,0.84,28.0,1.69,3847482422.0,3672932538.0,0.41,0.41,3.79,-2.18
2353,603212,赛伍技术,14.78,-0.2,-0.03,44486.0,66345065.0,2.36,15.09,14.74,14.85,14.81,1.4,1.02,57.19,2.16,6500702712.0,6466111600.0,-0.14,-0.07,-9.49,-53.2
2354,002714,牧原股份,39.39,-0.2,-0.08,153032.0,602627019.95,1.98,39.68,38.9,39.55,39.47,0.81,0.42,-87.64,3.35,215280157613.0,143225687199.0,-0.15,-0.28,-3.31,-17.95
2355,688356,键凯科技,107.86,-0.2,-0.22,4227.0,46629274.0,4.02,112.2,107.86,109.88,108.08,0.68,0.7,48.8,5.07,6537901542.0,6537901542.0,-0.08,-0.34,14.66,-30.69
2356,688050,爱博医疗,171.49,-0.2,-0.35,7484.0,128824984.0,2.89,174.65,169.69,172.5,171.84,0.84,0.71,53.72,8.69,18049492618.0,18049492618.0,0.14,0.17,-1.89,-25.5
2357,688288,鸿泉物联,24.47,-0.2,-0.05,9945.0,24405373.0,1.79,24.79,24.35,24.52,24.52,0.91,0.99,-51.42,3.16,2455415722.0,2455415722.0,0.04,0.25,2.47,44.11
2358,603583,捷昌驱动,19.57,-0.2,-0.04,23076.0,45212283.0,2.19,19.9,19.47,19.63,19.61,0.64,0.6,29.96,1.84,7527268886.0,7480572909.0,0.0,-0.15,11.0,-22.65
2359,000048,京基智农,19.54,-0.2,-0.04,24583.0,48304396.96,2.25,19.93,19.49,19.69,19.58,0.75,0.47,6.18,3.02,10367323145.0,10224094945.0,0.0,0.05,-8.09,15.96
2360,002006,精工科技,14.63,-0.2,-0.03,24848.0,36509262.0,2.46,14.9,14.54,14.7,14.66,0.99,0.55,35.01,4.95,6658990800.0,6658990800.0,0.34,0.27,-14.24,-41.01
2361,001324,长青科技,24.35,-0.2,-0.05,10676.0,25956733.17,1.68,24.6,24.19,24.54,24.4,0.58,3.09,42.33,3.13,3360300000.0,840075000.0,0.0,0.12,-12.66,30.49
2362,300425,中建环能,4.86,-0.21,-0.01,58733.0,28574124.6,1.03,4.89,4.84,4.87,4.87,0.82,0.87,54.39,1.51,3283944700.0,3267499587.0,-0.21,0.0,-0.41,15.17
2363,300021,大禹节水,4.86,-0.21,-0.01,55018.0,26721816.0,1.44,4.9,4.83,4.87,4.87,0.75,0.78,86.21,2.29,4170149453.0,3406821314.0,0.0,0.0,-0.61,11.21
2364,600926,杭州银行,9.71,-0.21,-0.02,117412.0,114810765.0,1.75,9.88,9.71,9.78,9.73,0.8,0.22,3.69,0.64,57583059475.0,52072243619.0,-0.1,-0.1,-15.49,-23.42
2365,002372,伟星新材,14.48,-0.21,-0.03,101044.0,147490914.12,2.89,14.78,14.36,14.57,14.51,1.05,0.69,19.78,4.39,23053289266.0,21235978618.0,-0.07,0.0,-20.7,-30.18
2366,002149,西部材料,14.44,-0.21,-0.03,28866.0,41867748.0,1.59,14.64,14.41,14.56,14.47,0.64,0.59,35.09,2.44,7049814117.0,7048731117.0,-0.07,0.0,-5.99,-11.08
2367,603183,建研院,4.81,-0.21,-0.01,53054.0,25550993.0,1.87,4.87,4.78,4.82,4.82,0.62,1.06,58.54,1.61,2410036796.0,2410036796.0,-0.21,0.0,0.42,5.48
2368,300382,斯莱克,9.6,-0.21,-0.02,33681.0,32572672.9,2.08,9.78,9.58,9.65,9.62,0.98,0.54,43.12,2.71,6032731344.0,6031346976.0,0.0,0.1,-6.98,-48.33
2369,688630,芯碁微装,81.3,-0.21,-0.17,4723.0,38407143.0,2.07,81.99,80.3,81.46,81.47,0.45,0.68,67.66,5.44,10684371692.0,5667776736.0,0.0,-0.11,18.6,-2.56
2370,601166,兴业银行,14.31,-0.21,-0.03,366366.0,526493883.0,1.46,14.49,14.28,14.39,14.34,0.84,0.18,3.43,0.43,297280092590.0,297280092590.0,-0.14,0.0,-11.99,-12.74
2371,688001,华兴源创,33.21,-0.21,-0.07,15693.0,51990137.0,2.91,33.65,32.68,33.5,33.28,0.63,0.36,57.68,3.86,14678305610.0,14678305610.0,0.0,0.0,7.93,24.85
2372,601068,中铝国际,4.74,-0.21,-0.01,50528.0,24058817.0,1.47,4.79,4.72,4.78,4.75,0.68,0.2,-13.74,3.27,14025976002.0,12132459762.0,-0.21,0.0,-5.95,0.64
2373,002787,华源控股,9.48,-0.21,-0.02,39553.0,37525804.14,1.58,9.58,9.43,9.5,9.5,0.48,1.61,99.55,2.21,3129195249.0,2329877341.0,0.11,0.21,8.84,57.21
2374,600538,国发股份,4.71,-0.21,-0.01,61073.0,28783865.0,1.48,4.75,4.68,4.72,4.72,0.71,1.17,-117.74,2.64,2468974219.0,2468974219.0,-0.21,-0.21,7.29,4.2
2375,600502,安徽建工,4.67,-0.21,-0.01,113343.0,53094526.0,1.07,4.71,4.66,4.68,4.68,0.86,0.66,5.65,0.85,8016213490.0,8016213490.0,0.0,0.0,-7.52,2.64
2376,603217,元利科技,18.62,-0.21,-0.04,6569.0,12307479.0,1.82,18.92,18.58,18.6,18.66,0.76,0.32,15.83,1.25,3876535040.0,3852716336.0,0.05,-0.11,-15.02,-39.29
2377,300473,德尔股份,18.56,-0.22,-0.04,21680.0,40146771.0,1.99,18.79,18.42,18.62,18.6,0.62,1.45,191.21,1.88,2792467462.0,2775798484.0,-0.05,0.38,6.67,24.82
2378,688058,宝兰德,51.02,-0.22,-0.11,4516.0,23235236.0,3.05,52.49,50.93,51.18,51.13,0.6,0.81,1703.28,3.38,2857120000.0,2857120000.0,-0.25,0.02,0.61,24.87
2379,605376,博迁新材,27.82,-0.22,-0.06,12651.0,35191025.0,2.47,28.27,27.58,28.07,27.88,0.75,0.48,424.97,4.48,7277712000.0,7277712000.0,-0.07,0.0,-16.31,-39.69
2380,688512,慧智微-U,18.51,-0.22,-0.04,11168.0,20685456.0,1.94,18.73,18.37,18.55,18.55,0.55,2.1,-20.38,3.75,8425817673.0,983609924.0,0.16,-0.05,-6.7,-11.52
2381,300845,捷安高科,18.5,-0.22,-0.04,17086.0,31554646.24,2.86,18.78,18.25,18.54,18.54,0.72,1.53,263.17,2.69,2067367730.0,2067367730.0,-0.16,0.0,-5.8,2.32
2382,300699,光威复材,23.04,-0.22,-0.05,61264.0,142195564.31,2.47,23.47,22.9,22.91,23.09,0.77,0.75,23.12,3.67,19154350080.0,18836528440.0,0.0,-0.04,-15.42,-48.48
2383,003002,壶化股份,13.8,-0.22,-0.03,20071.0,27677867.0,1.52,13.93,13.72,13.88,13.83,0.78,1.01,13.41,2.2,2760000000.0,2730668100.0,0.0,0.15,-12.99,-24.38
2384,000966,长源电力,4.57,-0.22,-0.01,130413.0,59484939.0,1.53,4.6,4.53,4.58,4.58,1.26,1.0,14.68,1.22,12564427584.0,5977337446.0,0.0,0.0,-6.54,-1.08
2385,002216,三全食品,13.66,-0.22,-0.03,23527.0,32218267.69,1.46,13.81,13.61,13.7,13.69,0.64,0.37,16.31,2.91,12009654096.0,8608687301.0,0.0,0.15,-8.45,-24.78
2386,600506,统一股份,13.64,-0.22,-0.03,88410.0,120997667.0,2.05,13.83,13.55,13.69,13.67,0.51,5.99,-68.87,6.21,2619138260.0,2014721748.0,-0.37,-0.15,29.66,11.99
2387,836270,天铭科技,13.57,-0.22,-0.03,15868.0,21346342.41,5.22,13.79,13.08,13.5,13.6,0.66,7.14,18.76,2.99,1183032600.0,301405984.0,-0.07,0.07,61.36,116.77
2388,688193,仁度生物,45.21,-0.22,-0.1,2269.0,10281739.0,1.74,45.7,44.91,45.3,45.31,1.17,0.76,-162.56,1.9,1808400000.0,1345339740.0,0.0,0.11,-1.12,-2.98
2389,603569,长久物流,13.54,-0.22,-0.03,78759.0,106552077.0,2.43,13.68,13.35,13.59,13.57,0.67,1.31,68.23,3.14,8170884227.0,8170884227.0,0.0,0.07,2.34,54.04
2390,000926,福星股份,4.5,-0.22,-0.01,379699.0,172059109.0,2.22,4.6,4.5,4.53,4.51,0.8,4.22,38.23,0.36,4117427712.0,4053142454.0,-0.22,-0.22,-4.05,6.64
2391,688120,华海清科,210.56,-0.22,-0.47,8803.0,186582188.0,2.29,213.99,209.16,211.03,211.03,0.42,0.77,44.51,6.28,33465013124.0,23972752290.0,-0.4,-0.24,10.08,40.03
2392,301116,益客食品,13.43,-0.22,-0.03,39766.0,53677160.34,1.93,13.64,13.38,13.43,13.46,0.49,3.41,-840.75,3.14,6029795934.0,1564605972.0,-0.22,-0.07,-9.74,-21.19
2393,002163,海南发展,8.95,-0.22,-0.02,38928.0,34972209.96,1.56,9.05,8.91,8.98,8.97,0.91,0.48,38.52,5.07,7562372910.0,7191772500.0,0.0,0.11,-1.65,-21.56
2394,002307,北新路桥,4.47,-0.22,-0.01,57240.0,25688567.5,1.12,4.51,4.46,4.5,4.48,0.88,0.52,195.61,1.65,5669263372.0,4876907305.0,-0.22,0.0,-11.49,-13.2
2395,603810,丰山集团,13.38,-0.22,-0.03,11663.0,15621917.0,1.49,13.53,13.33,13.41,13.41,0.78,0.72,77.5,1.42,2171729543.0,2171729543.0,-0.07,-0.15,3.56,-19.93
2396,688186,广大特材,17.79,-0.22,-0.04,16767.0,29952403.0,1.57,18.03,17.75,17.85,17.83,0.7,0.78,26.06,1.16,3811339758.0,3811339758.0,-0.11,-0.11,-14.39,-26.7
2397,835174,五新隧装,17.71,-0.23,-0.04,10504.0,18589486.7,2.87,17.95,17.44,17.73,17.75,0.58,2.11,10.3,2.4,1594054396.0,883115968.0,0.06,0.11,23.16,141.28
2398,688598,金博股份,61.79,-0.23,-0.14,25039.0,157067060.0,4.49,64.18,61.4,61.66,61.93,0.8,1.8,20.69,1.38,8602998158.0,8602998158.0,-0.18,-0.21,-20.36,-58.29
2399,688335,复洁环保,13.19,-0.23,-0.03,4638.0,6120355.0,1.51,13.3,13.1,13.22,13.22,0.52,0.46,63.7,1.61,1948133204.0,1330561932.0,0.0,0.15,-10.39,-6.39
2400,300736,百邦科技,13.19,-0.23,-0.03,21842.0,28751132.6,2.5,13.33,13.0,13.33,13.22,1.02,1.7,-86.26,14.85,1715569274.0,1697307112.0,0.0,0.0,9.01,-16.57
2401,002947,恒铭达,30.73,-0.23,-0.07,23842.0,73530316.06,2.66,31.32,30.5,30.8,30.8,0.63,1.48,27.19,3.55,7073178338.0,4958743776.0,0.16,0.2,60.05,57.99
2402,300200,高盟新材,8.77,-0.23,-0.02,41834.0,36739669.6,1.25,8.85,8.74,8.79,8.79,0.54,0.99,28.12,1.86,3779635017.0,3703724843.0,-0.11,-0.11,-4.67,28.22
2403,300884,狄耐克,13.14,-0.23,-0.03,37307.0,49040510.72,2.51,13.33,13.0,13.19,13.17,0.65,2.14,37.25,2.42,3311280000.0,2296024877.0,0.0,-0.08,10.42,35.88
2404,603777,来伊份,13.12,-0.23,-0.03,22904.0,30036943.0,1.44,13.21,13.02,13.1,13.15,0.42,0.68,729.01,2.45,4415665993.0,4415665993.0,-0.15,0.23,-5.41,-39.03
2405,600075,新疆天业,4.35,-0.23,-0.01,44968.0,19585941.0,1.15,4.38,4.33,4.36,4.36,0.89,0.26,-7.13,0.83,7427023747.0,7427023747.0,0.0,0.23,-10.12,-18.99
2406,600794,保税科技,4.34,-0.23,-0.01,151364.0,65293215.0,2.07,4.36,4.27,4.32,4.35,0.65,1.25,19.82,2.11,5260740361.0,5260740361.0,0.0,0.46,19.56,12.14
2407,002897,意华股份,34.71,-0.23,-0.08,19404.0,67652789.58,2.04,35.34,34.63,34.79,34.79,0.63,1.19,44.27,3.4,5924025120.0,5665902018.0,-0.17,-0.14,-9.91,-40.81
2408,002342,巨力索具,4.32,-0.23,-0.01,70402.0,30484035.0,1.39,4.36,4.3,4.34,4.33,0.6,0.74,282.82,1.66,4147200000.0,4124260800.0,-0.23,0.0,5.11,5.11
2409,301500,飞南资源,21.55,-0.23,-0.05,8664.0,18724867.72,1.02,21.74,21.52,21.71,21.6,0.7,2.31,38.36,1.97,8620215500.0,809588611.0,-0.09,0.0,-10.1,-10.1
2410,603057,紫燕食品,21.5,-0.23,-0.05,19465.0,41851967.0,2.6,21.83,21.27,21.74,21.55,0.55,2.86,19.45,4.27,8858000000.0,1463331388.0,0.0,0.19,-4.87,-30.01
2411,688628,优利德,38.55,-0.23,-0.09,3418.0,13108610.0,2.54,38.99,38.01,38.68,38.64,0.81,0.76,24.31,3.68,4272842833.0,1744949713.0,0.0,0.0,-9.1,35.88
2412,601118,海南橡胶,4.28,-0.23,-0.01,114046.0,48981401.0,1.17,4.32,4.27,4.3,4.29,0.9,0.27,-25.67,2.03,18315950971.0,18315950971.0,-0.23,0.0,-9.32,-2.28
2413,600958,东方证券,8.54,-0.23,-0.02,201078.0,172778924.0,1.29,8.65,8.54,8.61,8.56,0.63,0.27,19.05,0.98,72561350794.0,63789383659.0,-0.23,-0.12,-12.5,-2.84
2414,300363,博腾股份,25.6,-0.23,-0.06,62653.0,161828973.39,3.78,26.46,25.49,25.9,25.66,0.68,1.25,23.21,2.35,13980672512.0,12810779622.0,-0.08,-0.08,6.67,-35.58
2415,002165,红 宝 丽,4.26,-0.23,-0.01,89073.0,38042253.0,1.41,4.31,4.25,4.27,4.27,0.82,1.22,53.35,1.53,3132249506.0,3099615388.0,-0.23,-0.23,-4.27,6.23
2416,603813,原尚股份,16.91,-0.24,-0.04,6254.0,10573737.0,1.42,17.04,16.8,17.04,16.95,0.54,0.7,-99.21,2.71,1796264750.0,1520919220.0,-0.24,-0.29,9.03,18.75
2417,300879,大叶股份,16.88,-0.24,-0.04,8644.0,14573447.0,1.83,17.04,16.73,16.9,16.92,0.85,0.54,-87.5,2.9,2700800000.0,2700800000.0,0.06,0.0,3.37,-0.35
2418,600967,内蒙一机,8.43,-0.24,-0.02,68891.0,58095016.0,1.3,8.49,8.38,8.45,8.45,1.02,0.41,18.32,1.29,14353227693.0,14291141755.0,0.12,0.12,-6.85,5.11
2419,002938,鹏鼎控股,21.02,-0.24,-0.05,58632.0,123750038.42,1.95,21.39,20.98,21.09,21.07,0.65,0.26,19.83,1.72,48775602892.0,47885557236.0,-0.05,0.0,1.79,-21.39
2420,300823,建科机械,20.98,-0.24,-0.05,12356.0,25931573.0,2.14,21.32,20.87,21.3,21.03,0.68,2.26,36.55,2.05,1962869729.0,1148470187.0,-0.29,-0.1,7.2,35.09
2421,600480,凌云股份,8.39,-0.24,-0.02,73333.0,61852856.0,1.66,8.52,8.38,8.45,8.41,0.84,0.8,13.38,1.16,7891683585.0,7693339790.0,0.0,-0.12,-7.29,-0.12
2422,001378,德冠新材,37.73,-0.24,-0.09,11733.0,44364518.02,1.48,38.08,37.52,37.76,37.82,0.75,3.73,37.26,2.7,5030676728.0,1188141885.0,0.05,0.03,19.1,19.1
2423,301079,邵阳液压,16.75,-0.24,-0.04,8333.0,13939343.18,1.19,16.86,16.66,16.8,16.79,0.56,1.43,75.43,3.77,1848606782.0,977656111.0,-0.18,0.0,-5.15,19.56
2424,688260,昀冢科技,29.31,-0.24,-0.07,11990.0,35058651.0,2.35,29.69,29.0,29.59,29.38,0.36,1.76,-40.89,8.92,3517200000.0,1996487581.0,0.27,0.27,69.32,110.71
2425,603895,天永智能,25.09,-0.24,-0.06,7499.0,18829649.0,1.95,25.34,24.85,25.34,25.15,0.36,0.69,247.54,5.65,2711727200.0,2711727200.0,-0.2,-0.16,8.01,3.94
2426,601727,上海电气,4.18,-0.24,-0.01,279139.0,117618536.0,1.67,4.25,4.18,4.21,4.19,1.26,0.22,59.47,1.22,65123602005.0,52899267245.0,-0.24,-0.48,-16.06,6.09
2427,001207,联科科技,16.72,-0.24,-0.04,13074.0,21987792.75,2.09,17.04,16.69,16.77,16.76,0.93,2.02,22.34,2.0,3383391718.0,1084007576.0,-0.3,-0.24,1.77,25.24
2428,300773,拉卡拉,16.68,-0.24,-0.04,66816.0,111643255.0,1.73,16.89,16.6,16.8,16.72,0.81,0.91,16.1,3.41,13344333600.0,12248714689.0,0.0,-0.06,-7.49,-1.18
2429,000820,神雾节能,4.17,-0.24,-0.01,56680.0,23602824.0,2.39,4.23,4.13,4.18,4.18,0.74,1.97,-85.25,38.2,2657312576.0,1199529356.0,0.0,-0.24,16.81,-8.95
2430,300996,普联软件,25.0,-0.24,-0.06,14676.0,36847614.18,2.39,25.47,24.87,25.07,25.06,0.55,1.19,-123.02,4.54,5063143725.0,3073736925.0,0.04,0.0,1.38,-14.12
2431,600132,重庆啤酒,62.41,-0.24,-0.15,48844.0,306205138.0,2.4,63.5,62.0,62.9,62.56,1.1,1.01,16.85,14.11,30204642467.0,30204642467.0,-0.02,-0.03,-29.78,-49.98
2432,601077,渝农商行,4.15,-0.24,-0.01,404375.0,167833478.0,1.44,4.18,4.12,4.16,4.16,0.65,0.46,3.55,0.41,47131550000.0,36669706224.0,0.24,0.24,4.8,27.3
2433,688585,上纬新材,8.24,-0.24,-0.02,8544.0,7017083.0,2.42,8.36,8.16,8.32,8.26,0.49,0.21,40.03,2.78,3322944858.0,3322944858.0,0.61,0.61,1.23,3.13
2434,001223,欧克科技,61.76,-0.24,-0.15,3763.0,23299300.26,2.5,62.77,61.22,62.77,61.91,0.64,2.26,28.77,2.19,4118156800.0,1030156800.0,-0.08,0.16,-28.57,2.76
2435,300643,万通智控,12.34,-0.24,-0.03,32319.0,39913459.51,1.62,12.46,12.26,12.46,12.37,0.64,1.41,25.16,2.79,2838200000.0,2831536400.0,0.0,0.0,-5.0,-12.48
2436,601108,财通证券,8.18,-0.24,-0.02,361181.0,297443329.0,1.83,8.31,8.16,8.21,8.2,0.86,0.78,18.98,1.14,37985783073.0,37985783073.0,0.0,0.0,3.81,17.36
2437,002775,文科园林,4.09,-0.24,-0.01,74408.0,30358161.8,1.95,4.13,4.05,4.08,4.1,0.97,1.67,-71.68,7.73,2506217247.0,1825473634.0,-0.24,-0.24,3.81,0.0
2438,300787,海能实业,16.33,-0.24,-0.04,9702.0,15890302.8,2.02,16.58,16.25,16.37,16.37,0.61,0.67,26.09,2.41,3747678090.0,2358811590.0,0.0,-0.06,-8.05,-6.42
2439,000652,泰达股份,4.08,-0.24,-0.01,98732.0,40419098.12,1.22,4.12,4.07,4.09,4.09,0.67,0.67,33.18,1.07,6020341316.0,6015772765.0,0.0,0.0,-3.55,1.75
2440,300829,金丹科技,20.38,-0.24,-0.05,7442.0,15198066.0,1.91,20.71,20.32,20.43,20.43,0.9,0.64,29.12,2.3,3681739668.0,2382344373.0,0.15,-0.1,-2.67,-6.08
2441,688339,亿华通-U,48.88,-0.24,-0.12,10936.0,53547986.0,2.47,49.72,48.51,49.19,49.0,0.52,0.96,-31.42,2.63,8087966935.0,5564971332.0,0.0,0.0,-8.33,-7.53
2442,600288,大恒科技,12.22,-0.24,-0.03,138667.0,169874517.0,3.27,12.55,12.15,12.3,12.25,0.52,3.17,46.85,2.8,5337696000.0,5337696000.0,0.08,0.25,20.63,0.83
2443,300902,国安达,32.5,-0.25,-0.08,5979.0,19520526.83,1.72,32.96,32.4,32.6,32.58,1.11,0.74,236.79,4.73,4254580720.0,2619164470.0,-0.09,-0.06,-0.06,17.92
2444,002774,快意电梯,8.12,-0.25,-0.02,24558.0,19983104.0,1.47,8.21,8.09,8.17,8.14,0.87,0.87,21.37,2.25,2733905748.0,2288079462.0,-0.37,-0.49,0.12,32.03
2445,300230,永利股份,4.05,-0.25,-0.01,51680.0,20934446.0,1.97,4.11,4.03,4.07,4.06,0.66,0.82,13.86,1.16,3305634466.0,2562901151.0,-0.25,0.25,4.11,7.14
2446,002823,凯中精密,12.14,-0.25,-0.03,20387.0,24764257.59,1.56,12.27,12.08,12.16,12.17,0.54,1.2,61.27,2.65,3485582753.0,2066390603.0,-0.25,0.0,19.37,33.11
2447,002857,三晖电气,16.13,-0.25,-0.04,9345.0,15080059.0,1.86,16.37,16.07,16.26,16.17,0.72,0.73,-243.67,3.96,2064640000.0,2064640000.0,-0.06,-0.06,-10.54,13.43
